1999-06-28;PETR4.SA;13:50:12,7740000;10:50:12,7740000;260;400;104000
1999-06-29;PETR4.SA;13:09:01,8590000;10:09:01,8590000;263;20;5260
1999-06-30;PETR4.SA;13:47:09,6020000;10:47:09,6020000;266;100;26600
1999-07-01;PETR4.SA;13:08:22,1040000;10:08:22,1040000;275;100;27500
1999-07-02;PETR4.SA;13:15:03,2940000;10:15:03,2940000;280;500;140000
1999-07-05;PETR4.SA;13:07:50,8190000;10:07:50,8190000;283;100;28300
1999-07-06;PETR4.SA;13:06:36,3450000;10:06:36,3450000;279;4;1116
1999-07-07;PETR4.SA;13:13:05,5330000;10:13:05,5330000;283;100;28300
1999-07-08;PETR4.SA;13:07:31,1690000;10:07:31,1690000;283;300;84900
1999-07-12;PETR4.SA;13:04:15,1810000;10:04:15,1810000;278;10;2780
1999-07-13;PETR4.SA;13:04:55,4130000;10:04:55,4130000;268;500;134000
1999-07-14;PETR4.SA;13:06:02,8180000;10:06:02,8180000;278;300;83400
1999-07-15;PETR4.SA;13:08:38,3810000;10:08:38,3810000;280;100;28000
1999-07-16;PETR4.SA;13:27:00,0370000;10:27:00,0370000;279,99;3;839,970000000001
1999-07-19;PETR4.SA;13:12:34,4720000;10:12:34,4720000;281,5;100;28150
1999-07-20;PETR4.SA;13:28:17,5520000;10:28:17,5520000;278,5;100;27850
1999-07-21;PETR4.SA;13:16:04,0570000;10:16:04,0570000;275;5000;1375000
1999-07-22;PETR4.SA;13:09:28,0460000;10:09:28,0460000;278;60;16680
1999-07-23;PETR4.SA;13:30:29,9460000;10:30:29,9460000;278;200;55600
1999-07-26;PETR4.SA;13:14:04,9210000;10:14:04,9210000;262;100;26200
1999-07-27;PETR4.SA;15:41:16,0530000;12:41:16,0530000;262,01;100;26201
1999-07-28;PETR4.SA;13:10:48,8860000;10:10:48,8860000;264,5;500;132250
1999-07-29;PETR4.SA;13:11:33,2930000;10:11:33,2930000;261,48;3;784,44
1999-07-30;PETR4.SA;13:06:49,2930000;10:06:49,2930000;258;200;51600
1999-08-02;PETR4.SA;13:32:07,3420000;10:32:07,3420000;256;10;2560
1999-08-03;PETR4.SA;13:04:57,4250000;10:04:57,4250000;256;10;2560
1999-08-04;PETR4.SA;13:08:43,0840000;10:08:43,0840000;260;100;26000
1999-08-05;PETR4.SA;13:10:38,3720000;10:10:38,3720000;261;800;208800
1999-08-06;PETR4.SA;13:10:12,5180000;10:10:12,5180000;254;500;127000
1999-08-09;PETR4.SA;13:30:52,5650000;10:30:52,5650000;243;100;24300
1999-08-10;PETR4.SA;13:18:00,9890000;10:18:00,9890000;240;1;240
1999-08-11;PETR4.SA;13:16:38,3690000;10:16:38,3690000;236;100;23600
1999-08-12;PETR4.SA;13:10:27,8070000;10:10:27,8070000;245;100;24500
1999-08-13;PETR4.SA;13:11:22,0480000;10:11:22,0480000;242;200;48400
1999-08-16;PETR4.SA;13:11:19,1950000;10:11:19,1950000;240;100;24000
1999-08-17;PETR4.SA;13:21:52,7610000;10:21:52,7610000;238,5;10;2385
1999-08-18;PETR4.SA;13:18:24,0050000;10:18:24,0050000;233;300;69900
1999-08-19;PETR4.SA;13:20:54,7280000;10:20:54,7280000;230;10;2300
1999-08-20;PETR4.SA;13:27:38,3990000;10:27:38,3990000;239,5;30;7185
1999-08-23;PETR4.SA;13:18:04,4960000;10:18:04,4960000;256;500;128000
1999-08-24;PETR4.SA;13:04:53,7450000;10:04:53,7450000;253;2100;531300
1999-08-25;PETR4.SA;13:20:16,8910000;10:20:16,8910000;257;100;25700
1999-08-26;PETR4.SA;13:14:18,4060000;10:14:18,4060000;254;400;101600
1999-08-27;PETR4.SA;13:10:41,7190000;10:10:41,7190000;250;100;25000
1999-08-30;PETR4.SA;13:12:21,3980000;10:12:21,3980000;254;100;25400
1999-08-31;PETR4.SA;13:21:17,9440000;10:21:17,9440000;255;40;10200
1999-09-01;PETR4.SA;13:12:37,2890000;10:12:37,2890000;257;380;97660
1999-09-02;PETR4.SA;13:25:28,6300000;10:25:28,6300000;262;200;52400
1999-09-03;PETR4.SA;13:01:24,8720000;10:01:24,8720000;275;40;11000
1999-09-06;PETR4.SA;14:21:39,3980000;11:21:39,3980000;278;200;55600
1999-09-08;PETR4.SA;13:05:16,7140000;10:05:16,7140000;275;20;5500
1999-09-09;PETR4.SA;13:19:38,1510000;10:19:38,1510000;277,5;400;111000
1999-09-10;PETR4.SA;13:01:09,9970000;10:01:09,9970000;280;200;56000
1999-09-13;PETR4.SA;13:33:31,6760000;10:33:31,6760000;279;100;27900
1999-09-14;PETR4.SA;13:16:28,3200000;10:16:28,3200000;282;100;28200
1999-09-15;PETR4.SA;13:01:11,2920000;10:01:11,2920000;285;10;2850
1999-09-16;PETR4.SA;13:23:08,9190000;10:23:08,9190000;280;100;28000
1999-09-17;PETR4.SA;13:22:41,9860000;10:22:41,9860000;283;300;84900
1999-09-20;PETR4.SA;13:15:34,6440000;10:15:34,6440000;296;300;88800
1999-09-21;PETR4.SA;13:27:23,7710000;10:27:23,7710000;300;2;600
1999-09-22;PETR4.SA;13:05:21,3560000;10:05:21,3560000;313;60;18780
1999-09-23;PETR4.SA;13:05:35,5860000;10:05:35,5860000;310;50;15500
1999-09-24;PETR4.SA;13:09:22,3870000;10:09:22,3870000;305;300;91500
1999-09-27;PETR4.SA;13:12:39,9790000;10:12:39,9790000;305;40;12200
1999-09-28;PETR4.SA;13:20:59,1220000;10:20:59,1220000;303;2;606
1999-09-29;PETR4.SA;13:07:24,7340000;10:07:24,7340000;302;60;18120
1999-09-30;PETR4.SA;13:27:55,4600000;10:27:55,4600000;302;10;3020
1999-10-01;PETR4.SA;13:02:32,4690000;10:02:32,4690000;287;50;14350
1999-10-04;PETR4.SA;13:07:46,5380000;11:07:46,5380000;285;50;14250
1999-10-05;PETR4.SA;13:08:49,8640000;11:08:49,8640000;292;100;29200
1999-10-06;PETR4.SA;13:09:36,9180000;11:09:36,9180000;288;80;23040
1999-10-07;PETR4.SA;13:02:30,6850000;11:02:30,6850000;304;300;91200
1999-10-08;PETR4.SA;13:00:25,2020000;11:00:25,2020000;301,99;30;9059,7
1999-10-11;PETR4.SA;13:09:27,5720000;11:09:27,5720000;304;10;3040
1999-10-13;PETR4.SA;13:01:16,5290000;11:01:16,5290000;290,5;10;2905
1999-10-14;PETR4.SA;13:12:28,9710000;11:12:28,9710000;287;100;28700
1999-10-18;PETR4.SA;13:02:55,4950000;11:02:55,4950000;277;1000;277000
1999-10-19;PETR4.SA;13:04:07,3170000;11:04:07,3170000;282;70;19740
1999-10-20;PETR4.SA;13:09:37,5090000;11:09:37,5090000;284;7;1988
1999-10-21;PETR4.SA;13:09:04,6240000;11:09:04,6240000;289,98;150;43497
1999-10-22;PETR4.SA;13:06:47,4390000;11:06:47,4390000;295;40;11800
1999-10-25;PETR4.SA;13:13:09,7090000;11:13:09,7090000;305;40;12200
1999-10-26;PETR4.SA;13:07:57,7280000;11:07:57,7280000;311;10;3110
1999-10-27;PETR4.SA;13:06:35,5110000;11:06:35,5110000;311;100;31100
1999-10-28;PETR4.SA;14:15:55,4410000;12:15:55,4410000;316;1000;316000
1999-10-29;PETR4.SA;13:04:15,0700000;11:04:15,0700000;316;10;3160
1999-11-01;PETR4.SA;13:17:51,7290000;11:17:51,7290000;310;1;310
